edit_history_tweet_ids,geo,created_at,text,neg,neu,pos,compound,overall_sentiment
['1595627145686319104'],,2022-11-24T03:55:31.000Z,weh esok public holiday ke tak #pru15,0,0.426,0.574,0.4019,positive
['1595627056661790726'],,2022-11-24T03:55:10.000Z,"ã€é©¬å›½å¤§é€‰ã€‘é™†å…†ç¦èµ´å¤æ™‹æ™¤ç ‚æ€»ç† ä¸ºæ°‘è¡Œå…šé¢†è¢–è¨€è®ºé“æ­‰ https://t.co/WF6bWzFPLf

#8è§†ç•Œæ–°é—»ç½‘ #8worldnews #é©¬æ¥è¥¿äºš #Malaysia #é©¬å›½å¤§é€‰2022 #PRU15",0,0.92,0.08,0.25,positive
['1595627055752052736'],,2022-11-24T03:55:10.000Z,"Beliau berkata, cadangan projek itu telah dikemukakan untuk pertimbangan di bawah Rancangan Malaysia Ke-12.

Ikuti berita terkini mengenai pasca PRU-15 di https://t.co/PsRMxAE2QC

#TVS122 #PRU15 #MalaysiaDecides

https://t.co/SldLswu30M",0,1,0,0,neutral
['1595626993764077569'],,2022-11-24T03:54:55.000Z,"RT @buletinfm: Keberangkatan tiba kenderaan membawa Raja Selangor,Sultan Sharafuddin Idris Shah,Raja Perak,Sultan Nazrin Muizzuddin Shah,Raâ€¦",0,1,0,0,neutral
['1595626977582813185'],,2022-11-24T03:54:51.000Z,"Beliau berkata demikian ketika ditanya media akan tujuannya datang ke kediaman Pengerusi Perikatan Nasional (PN), Tan Sri Muhyiddin Yassin di Bukit Damansara jam 9.25 pagi. (2/2)

#PolitikWangMusnahkanNegara #PRU15 #TVPertiwi #GE15",0,1,0,0,neutral
['1595626946783637504'],,2022-11-24T03:54:44.000Z,We are moving forward as a country ðŸ’ªðŸ»ðŸ’ªðŸ»ðŸ’ªðŸ» #KitaKawan #GE15 https://t.co/Vy5WxGZsHR,0,1,0,0,neutral
['1595626895219228672'],,2022-11-24T03:54:31.000Z,"Klip video kenangan semasa #PRU15 selepas berusaha dan bertawakal kepada Allah kita terima apa pilihan rakyat. 

#Demikestabilandankemakmuran kita akan terus membina Malaysia yang lebih cemerlang untuk anak cucu kita kemudian hari. https://t.co/dXYNywNJw1",0,0.716,0.284,0.8519,positive
['1595626825379553280'],,2022-11-24T03:54:15.000Z,"Bandar raya Kuching kini dimeriahkan dengan pokok Krismas yang bergemerlapan lampu menandakan perayaan itu bakal tiba tidak lama lagi.

Ikuti berita terkini mengenai pasca PRU-15 di https://t.co/PsRMxAlTCu

#TVS122 #PRU15 #MalaysiaDecides
https://t.co/jEuECsh2qX",0,0.909,0.091,0.4939,positive
['1595626694811209731'],,2022-11-24T03:53:44.000Z,"RT @edhalim: @Logeswaranmani1 Thats why desperate sangat nak jadi PM.

#PRU15
#600B",0.216,0.784,0,-0.4648,negative
['1595626431459250177'],,2022-11-24T03:52:41.000Z,"RT @wagyusedap: Gombak was on fire!!

Walaupun hujan turun membasahi kami, rakyat teguh berdiri memberi sokongan sepenuh hati!

Semoga seluâ€¦",0.085,0.637,0.279,0.7562,positive
['1595626283320360963'],,2022-11-24T03:52:05.000Z,"@Logeswaranmani1 Thats why desperate sangat nak jadi PM.

#PRU15
#600B",0.252,0.748,0,-0.4648,negative
['1595626282586624001'],,2022-11-24T03:52:05.000Z,"My fav panellist by far sepanjang @501Awani bawak sepanjang edisi #MalaysiaMemilih #GE15 #PRU15 Prof. Dr. Mansor Mohd. Noor

Prof Dr. selamba je tepuk meja &amp; cakap bullshit dekat live tv ðŸ«°ðŸ½ https://t.co/swfvxbY4LR",0.101,0.82,0.079,-0.2023,negative
['1595626153360121856'],,2022-11-24T03:51:34.000Z,Huge respect to Prof Dr Mansor Mohd Noor. A must listen. #GE15 #PM10 #MalaysiaMemilih #MalaysiaMenunggu https://t.co/El58XA9YZo,0,0.69,0.31,0.6597,positive
['1595626021738655744'],,2022-11-24T03:51:03.000Z,"RT @tvstvmy: Tiada perancangan untuk membina hospital baharu di Mukah buat masa ini.

Ikuti berita terkini mengenai pasca PRU-15 di https:/â€¦",0.091,0.909,0,-0.296,negative
['1595625938427195394'],,2022-11-24T03:50:43.000Z,RT @jfkjohan: Wow he said BULLSHIT on live TV! ðŸ˜… following @501Awani 24/7 for #ge15 updates. Great stuff guys!,0.135,0.537,0.328,0.7544,positive
['1595635806223634432'],,2022-11-24T04:29:56.000Z,RT @tvstvmy: Kemelut pembentukan kerajaan serta pelantikan Perdana Menteri Ke-10 pasca Pilihan Raya Umum Ke-10 mungkin akan berakhir hari iâ€¦,0,1,0,0,neutral
['1595635779891789825'],,2022-11-24T04:29:50.000Z,"RT @501Awani: ""Penubuhan kerajaan perpaduan harus inklusif dan melibatkan Kerajaan Sabah dan Sarawak yang diberi mandat oleh rakyat.""
#AWANâ€¦",0,1,0,0,neutral
['1595635755095064577'],,2022-11-24T04:29:44.000Z,RT @tvstvmy: Bandar raya Kuching kini dimeriahkan dengan pokok Krismas yang bergemerlapan lampu menandakan perayaan itu bakal tiba tidak laâ€¦,0,0.868,0.132,0.4939,positive
['1595635740729561090'],,2022-11-24T04:29:40.000Z,"RT @tvstvmy: Beliau berkata, cadangan projek itu telah dikemukakan untuk pertimbangan di bawah Rancangan Malaysia Ke-12.

Ikuti berita terkâ€¦",0,1,0,0,neutral
['1595635726863192064'],,2022-11-24T04:29:37.000Z,"RT @tvstvmy: Kerajaan Sarawak tidak bercadang untuk membina Mahkamah Bumiputera baharu di Daerah Mukah.

Ikuti berita terkini mengenai pascâ€¦",0,1,0,0,neutral
['1595635707246440449'],,2022-11-24T04:29:32.000Z,RT @tvstvmy: Kerajaan Sarawak memegang seratus peratus autonomi ke atas pihak berkuasa pelabuhan di seluruh negeri ini  termasuk di Samalajâ€¦,0,1,0,0,neutral
['1595635676154036225'],,2022-11-24T04:29:25.000Z,"RT @NST_Online: #NSTnation All Malay rulers, except for Sultan of Kelantan, have arrived at Istana Negara for the Conference of Rulers specâ€¦",0,1,0,0,neutral
['1595635654507233280'],,2022-11-24T04:29:20.000Z,"à®…à®©à¯à®µà®¾à®°à¯ à®¤à®²à¯ˆà®®à¯ˆà®¯à®¿à®²à¯ à®®à®²à¯‡à®šà®¿à®¯à®¾ à®®à¯€à®£à¯à®Ÿà¯à®®à¯ à®µà¯†à®±à¯à®±à®¿ à®•à®¾à®£à¯à®®à¯: à®²à®¿à®®à¯ à®•à®¿à®Ÿà¯ à®šà®¿à®¯à®¾à®™à¯
Read full article here:
https://t.co/5zEchKCfko
#nambikkaionline #nambikkainews #nambikkai #tamilnews
#nambikkaiseithigal #Anwar #limkitsiang #PRU15 #Tamilnews https://t.co/haWd0RIEU2",0,0.858,0.142,0.5859,positive
['1595635648266113025'],,2022-11-24T04:29:18.000Z,"RT @hmetromy: #Kulim #PRU15 Saingan itu melibatkan calon Pakatan Harapan (PH) Dr Mohamad Sofee Razak, Datuk C. Sivaraajh (Barisan Nasional)â€¦",0,1,0,0,neutral
['1595635642133716992'],,2022-11-24T04:29:17.000Z,"RT @dondiego477: @NewsBFM National Sorry Day
#GE15 
#SatuMalaysia
ðŸ‡²ðŸ‡¾ https://t.co/fKb0l7Gbcf",0.126,0.874,0,-0.0772,negative
['1595635638904442880'],,2022-11-24T04:29:16.000Z,Ok. Apology is a new trend in Malaysia. #PRU15 #GE15Malaysia,0,0.882,0.118,0.0516,positive
['1595635598437806082'],,2022-11-24T04:29:06.000Z,"RT @JackHezraat: Huh. Nampaknya #GE15 dah masuk fasa semua orang berpeluk, bermaaf and menyanyi kumbaya.

Here's to the downfall of far rigâ€¦",0,0.719,0.281,0.802,positive
['1595635379709030400'],,2022-11-24T04:28:14.000Z,"@eddydaud National Sorry Day
#GE15 
#SatuMalaysia
ðŸ‡²ðŸ‡¾ https://t.co/ZiqTSqYSxh",0.157,0.843,0,-0.0772,negative
['1595635337879236609'],,2022-11-24T04:28:04.000Z,"RT @501Awani: ""Ia merupakan mesej yang jelas bahawa UMNO tidak akan bekerjasama dengan PN untuk membentuk sebuah kerajaan.""

#AWANInews #AWâ€¦",0,0.88,0.12,0.3818,positive
['1595635331369684993'],,2022-11-24T04:28:03.000Z,"RT @dririshsea: Elected in 1982, Hadi Awang been in govt &amp; opposition many times at state &amp; federal levels, incl. MB Terengganu (1999-2004)â€¦",0,1,0,0,neutral
['1595635304341569536'],,2022-11-24T04:27:56.000Z,"RT @501Awani: Proses penamaan calon bagi Parlimen Padang Serai lancar tanpa sebarang insiden tidak diingini.

#AWANInews #AWANI745 #PRU15 #â€¦",0,0.919,0.081,0.1695,positive
['1595635289074307072'],,2022-11-24T04:27:53.000Z,Makin lama makin senyap nmpk #GE15,0,1,0,0,neutral
['1595635240881754112'],,2022-11-24T04:27:41.000Z,"RT @MelGohCNA: Itâ€™s 12 noon, the rulers conference at the national palace is underway . Could a unity government be formed ? Who will leadâ€¦",0,1,0,0,neutral
['1595635148368007168'],,2022-11-24T04:27:19.000Z,"à®¨à®¾à®©à¯ à®ªà®¿à®°à®¤à®®à®°à®¾?: à®¹à®¿à®·à®¾à®®à¯à®Ÿà®¿à®©à¯ à®®à®±à¯à®ªà¯à®ªà¯
Read full article here:
https://t.co/xSST0MdKv8
#nambikkaionline #nambikkainews #nambikkai #tamilnews
#nambikkaiseithigal #Hishamudin #pru15 #tamilnews https://t.co/cwLkNTVDG0",0,1,0,0,neutral
['1595635084841070592'],,2022-11-24T04:27:04.000Z,"When the dust are settled in Putrajaya, let us get together to dream for the day when Malaysia will beat a former champion at the #WorldCup.
Post #GE15
Dream #ihadadream",0,0.774,0.226,0.7845,positive
['1595634946986872833'],,2022-11-24T04:26:31.000Z,"Five-way fight in Tioman among BN, PN, PH, Pejuang and independent

#MalaysiaNow #MNow #News #PRU15 #GE15 #tioman #barisannasional #perikatannasional #PakatanHarapan #pejuang 

https://t.co/bu2UbvfVkd",0.135,0.781,0.083,-0.25,negative
['1595634925914710018'],,2022-11-24T04:26:26.000Z,"Huh. Nampaknya #GE15 dah masuk fasa semua orang berpeluk, bermaaf and menyanyi kumbaya.

Here's to the downfall of far right narratives in Malaysia. Extremism needs to be stomped! https://t.co/gihEfDrbL2",0,0.754,0.246,0.8172,positive
['1595634885485826050'],,2022-11-24T04:26:16.000Z,"RT @buletinfm: Kenderaan yang membawa Yang di-Pertuan Besar Negeri Sembilan, Tuanku Mukhriz Tuanku Munawir &amp; Sultan Johor, Sultan Ibrahim Iâ€¦",0,1,0,0,neutral
['1595634733165465606'],,2022-11-24T04:25:40.000Z,"RT @zedadam: I heard that DAP has given up cabinet posts. NOPE. As rakyat, I cannot accept this. I want Yeoh Bee Yin, Hannah Yeoh, Anthonyâ€¦",0.079,0.873,0.047,-0.2225,negative
['1595634674931363840'],,2022-11-24T04:25:26.000Z,The King initiated a Unity Government after a fractious General Elections #GE15. The King is the Monarch of All Malaysians ðŸ‡²ðŸ‡¾ regardless of race and religion. Long Live the King. #DaulatTuanku #Malaysia,0,1,0,0,neutral
['1595634542333014017'],,2022-11-24T04:24:55.000Z,"PBRS to abide by any decision made by BN in the interest of stable government
#MalaysiaNow #MNow #News #PRU15 #GE15 #PBRS #barisannasional 

https://t.co/y0tXSPzh0Z",0,0.802,0.198,0.6369,positive
['1595634457456783360'],,2022-11-24T04:24:34.000Z,"Proses penamaan calon bagi Parlimen Padang Serai lancar tanpa sebarang insiden tidak diingini.

#AWANInews #AWANI745 #PRU15 #MalaysiaMemilih

https://t.co/WqZXmRNyPD",0,0.911,0.089,0.1695,positive
['1595634388439814144'],,2022-11-24T04:24:18.000Z,"""Penubuhan kerajaan perpaduan harus inklusif dan melibatkan Kerajaan Sabah dan Sarawak yang diberi mandat oleh rakyat.""
#AWANInews #AWANI745 #MalaysiaMemilih #PRU15

https://t.co/8LPUmuQhsY",0,1,0,0,neutral
['1595634315802513410'],,2022-11-24T04:24:00.000Z,"Six-way fight for Padang Serai among PN, BN, Pejuang, PH, Warisan and independent

#MalaysiaNow #MNow #News #PRU15 #GE15 #padangserai #perikatannasional #barisannasional #pejuang #PakatanHarapan #warisan 
https://t.co/rIqNcl9Cpp",0.123,0.802,0.075,-0.25,negative
['1595634287235436550'],,2022-11-24T04:23:54.000Z,"é™ˆäºšå‘ï¼šé­å®¶ç¥¥åº”æ‰¿æ‹…ä¸€åˆ‡ï¼Œå¹¶é€€ä½è®©è´¤ã€‚
 https://t.co/ExeYlqjK6l 
#GE15 #PRU15 #election #å…¨å›½å¤§é€‰ https://t.co/CcE49ZMb6n",0,1,0,0,neutral
['1595634265454444544'],,2022-11-24T04:23:48.000Z,Apology. #GE15 #PRU15 https://t.co/gUu2nHtaCm,0,0.714,0.286,0.0516,positive
['1595634091067838464'],,2022-11-24T04:23:07.000Z,"mcm biasala, Gunakan Agama baru nampak baik ðŸ¤£ #GE15Malaysia #PRU15 #MalaysiaMemilih2022 https://t.co/b5LTlcYq6D",0,0.697,0.303,0.7269,positive
['1595634012558888960'],,2022-11-24T04:22:48.000Z,"Mula mula depa kempen.. Kami dengar.. Lepas tu kami pangkah. Tunggu punya tu tunggu, masih lagi tergantung..

Pasti keluar cerita nak makan popcorn &amp; tengok wayang.. Pastu berbalas pulakkkk ðŸ˜« kata kami tak tengok wayang, kami bermunajat.. Allahu..

Berserah aje laaa.. #PRU15",0,0.938,0.062,0.4019,positive
['1595633900453101568'],,2022-11-24T04:22:21.000Z,"RT @malaymail: His apology comes shortly after his party secretary-general Anthony Loke Siew Fookâ€™s early this morning, in a bid to mend thâ€¦",0,0.843,0.157,0.4404,positive
['1595633874977320960'],{'place_id': '9be3b0eca6c21f6c'},2022-11-24T04:22:15.000Z,"Kunjung mengunjungâ€¦ 

maaf memaafkanâ€¦ 

duduk semejaâ€¦ 

mmg dah suasan hari raya.. 

Alhamdullilah, Tahniah Malaysia @501Awani #GE15 #PRU15",0.046,0.742,0.212,0.6908,positive
['1595633854416494594'],,2022-11-24T04:22:10.000Z,"Guan Eng says sorry to Sarawak

#MalaysiaNow #MNow #News #PRU15 #GE15 #GRS #guaneng #sarawak 

https://t.co/SXvKvqjQ2S",0.085,0.915,0,-0.0772,negative
['1595633782358306816'],,2022-11-24T04:21:53.000Z,"I heard that DAP has given up cabinet posts. NOPE. As rakyat, I cannot accept this. I want Yeoh Bee Yin, Hannah Yeoh, Anthony Loke back. DAP ministers mmg buat kerja.

And then you have people who demand ministerial posts tapi nanti satu kerja pun tak buat. #GE15 #PRU15 https://t.co/vVKzbldkvB",0.071,0.904,0.025,-0.3365,negative
['1595643359254966272'],,2022-11-24T04:59:57.000Z,"RT @501Awani: Istana Negara bakal keluarkan kenyataan hasil perbincangan dalam masa terdekat.

https://t.co/daMPhzB4pX

#AWANInews #AWANI74â€¦",0,1,0,0,neutral
['1595643206397755393'],,2022-11-24T04:59:20.000Z,"Siapa calon pilihan pengundi nanti?Nampak macam persaingan sengit.

#majoriti
#PRU15
#undi 

https://t.co/dHOOuqTMNl",0,0.865,0.135,0.3612,positive
['1595643196402733057'],,2022-11-24T04:59:18.000Z,"manaÂ² pentaksub n ekstremis mesti ditolak..
#SiapaPerdanaMenteri
#PRU15",0.292,0.708,0,-0.5106,negative
['1595643103335309313'],,2022-11-24T04:58:56.000Z,RT @PAS_BANGI: Ramai tuduh #AbdulHadiAwang Presiden #PAS #rasis. Sebenarnya orang parti mana yg rasis? Polis dah tangkap Superman Hew yg diâ€¦,0.199,0.691,0.11,-0.296,negative
['1595643048633171968'],,2022-11-24T04:58:43.000Z,". semua negeri PN berjaya nombor shatu undianâ€¦ Perlis , Perak , Pahangâ€¦ dan tak kurang byk juga kerusi diperolehi utk parlimenâ€¦ bukan besha beshaâ€¦ semoga ada kejayaan akan datangâ€¦ amin #PRU15",0.222,0.656,0.122,-0.5197,negative
['1595643041536409600'],,2022-11-24T04:58:41.000Z,"RT @bernamadotcom: DAP minta maaf kepada kerajaan dan rakyat Sarawak - Setiausaha Agung 

https://t.co/ITJ3VTeoqV 

#PRU15 #PRU15BERNAMA htâ€¦",0,0.878,0.122,0.3612,positive
['1595643028630163456'],,2022-11-24T04:58:38.000Z,PN setuju jadi kerajaan perpaduan #PRU15 https://t.co/Kf1ZiR6RwA,0,0.816,0.184,0.2023,positive
['1595643022066454528'],,2022-11-24T04:58:36.000Z,"Saya ingin berikan cadangan kepada pihak atasan untuk isytiharkan 24 November sebagai â€œHari Meminta Maafâ€. 

Sebab banyak sangat post minta maaf ni. Sayu hatiðŸ¤£

#HariMemintaMaaf #PM10 #10thPM 
#PRU15 #GE15 #MalaysiaMemilih #MalaysiaMenunggu #IstanaNegara https://t.co/pPFGeBs3M5",0,0.752,0.248,0.836,positive
['1595643007956815872'],,2022-11-24T04:58:33.000Z,RT @aalexiis3: Can U imagine if #AnwarIbrahim really gets sworn in?? Can u imagine how craaaaaazzyyyy the International Media is going to gâ€¦,0,1,0,0,neutral
['1595642979905146880'],,2022-11-24T04:58:26.000Z,RT @theSundaily: Penang CM Chow Kon Yeow said that the Pakatan Harapan (PH) coalition is trying to form a unity government with the best inâ€¦,0,0.851,0.149,0.6369,positive
['1595642948670349312'],,2022-11-24T04:58:19.000Z,"Penang CM Chow Kon Yeow said that the Pakatan Harapan (PH) coalition is trying to form a unity government with the best interests of Malaysia and its people in mind

#theSun #theSundaily #GE15 #Politics #UnityGovernment #apology #party #nation #welfare 

https://t.co/a2nn3e9JsA",0,0.781,0.219,0.8442,positive
['1595642906693582849'],,2022-11-24T04:58:09.000Z,Tahniah PN kekal n pertahankan prinsipâ€¦biar jadi pembangkang jangan gadai prinsipâ€¦inshaAllah ada kejayaan akan datangâ€¦jgn ada ahli PN yg belot saja &amp; tunjuk sikap yang baik sepanjang jadi ahli parlimen walau sebagai pembakangâ€¦apa pun semua tahu PN tak kalah teruk masa #PRU15.,0,0.762,0.238,0.9394,positive
['1595642867690930181'],,2022-11-24T04:57:59.000Z,"DAP minta maaf kepada kerajaan dan rakyat Sarawak - Setiausaha Agung 

https://t.co/ITJ3VTeoqV 

#PRU15 #PRU15BERNAMA https://t.co/4XtLFP9Tba",0,0.865,0.135,0.3612,positive
['1595642799973466112'],,2022-11-24T04:57:43.000Z,"PN agrees to consider unity govt

#MalaysiaNow #MNow #News #PRU15 #GE15 #PerikatanNasional 
https://t.co/NnqEgTvUeK",0,0.87,0.13,0.2023,positive
['1595642794156363777'],,2022-11-24T04:57:42.000Z,"@SyedSaddiq @SyedSaddiq. Jangan lupa prinsip perjuangan yg telah anda janjikan kpd rakyat Malaysia. Tolak UMNO.

Jangan sesekali bohong rakyat hanya kerana pangkat &amp; kuasa. 

#GE15 #PRU15 https://t.co/rtoa5G58yO",0.078,0.781,0.141,0.2182,positive
['1595642713143406592'],,2022-11-24T04:57:23.000Z,A falling tree makes more noise than a growing forest - Chinese proverb #GE15 #PM10,0.098,0.798,0.104,0.0258,neutral
['1595642677818630144'],,2022-11-24T04:57:14.000Z,"RT @SinChewPress: é˜¿æœ«æ³•é‡Œè¯´ï¼Œä»–çš„ç”Ÿæ´»æœ¬å°±å’ŒåŽäººçŽ¯çŽ¯ç›¸æ‰£ï¼Œå› æ­¤æ ¹æœ¬ä¸æ˜¯ä»€ä¹ˆå¤§é—®é¢˜ï¼
https://t.co/ngiiGlm6Wl
#æ˜Ÿæ´²æ—¥æŠ¥ #å¤§é€‰çœ‹æ˜Ÿæ´² #æ”¿æ²»å…³æˆ‘äº‹
#GE15 #PRU15 #Sinchewdaily #GE15sinchew
#ç™¾æ ¼â€¦",0,0.934,0.066,0.3716,positive
['1595642579215081473'],,2022-11-24T04:56:51.000Z,Awww. Leaders are coming forward and apologising for the remarks theyâ€™ve made. This is how it should be. This is how Malaysia will reform. Take responsibility for your actions and coming forward to the public. Thanks for setting the example guys. #DAP #PRU15,0,0.909,0.091,0.4767,positive
['1595642429075775488'],,2022-11-24T04:56:15.000Z,esok tolong cuti #PRU15,0.218,0.364,0.418,0.2732,positive
['1595642233466028032'],,2022-11-24T04:55:28.000Z,Re-upping from 2016 given context post #GE15 â€œMuslims in Southeast Asia donâ€™t know how lucky they are to live in societies that are still broadly tolerant and inclusive and how healthy it is to have cultural roots that embrace other myths and creeds.â€ https://t.co/9XwUAyMzKf,0,0.802,0.198,0.836,positive
['1595642116939853825'],,2022-11-24T04:55:00.000Z,"@nireshkaur ,I wish the same but PH &amp;PN are top two parties in terms of seats won,so PN has2hare share with PH,that is if BN agree2join PH,if not,will hv the v unfair nitemarish scenario of PN being the dominant govt,that is if BN+PN..are u confused oredi.
#PRU15
#hungparliament https://t.co/acwJPC6kzv",0.117,0.711,0.172,0.3182,positive
['1595650909270597632'],,2022-11-24T05:29:57.000Z,"RT @501Awani: PN setuju libatkan perbincangan dengan parti-parti yang sehaluan demi kesejahteraan rakyat dan kestabilan negara.

https://t.â€¦",0,0.777,0.223,0.7096,positive
['1595650886990442499'],,2022-11-24T05:29:51.000Z,"Good to know now everyone suddenly shares the same dream even though sleeping at different time and on different beds.
Post #GE15 dream
#WorldCup2022",0,0.687,0.313,0.7964,positive
['1595650875829407744'],,2022-11-24T05:29:49.000Z,"Extremist extremist PN okeh ke tu? Makan lah sikit, nanti demam. #Reformasi #PRU15 #DSAIPM10 #DSAI",0,1,0,0,neutral
['1595650839217344512'],,2022-11-24T05:29:40.000Z,"Oi, PN cukup laaaâ€¦.no last minute want to join, you think what? Malaysia is your toy aaa? One minute donâ€™t want play, now want to play. Go home &amp; sleep laa PN. Enough is enough.  #PRU15",0,0.727,0.273,0.8053,positive
['1595650831139115010'],,2022-11-24T05:29:38.000Z,Semua bergabung so election utk apa ðŸ¤£ðŸ¤£ #pru15,0,0.619,0.381,0.8225,positive
['1595650745709514752'],,2022-11-24T05:29:18.000Z,"RT @501Awani: Permohonan maaf Guan Eng ini hadir selepas Setiausaha Agung DAP, Anthony Loke Siew Fook secara terbuka membuat perkara yang sâ€¦",0,0.93,0.07,0.0516,positive
['1595650579417935872'],,2022-11-24T05:28:38.000Z,"""Kenapa kita ni bebal sangat kan"" ðŸ˜‚ weh hahahaha Prof Mansur you rock! ðŸ™ŒðŸ» #PRU15",0.172,0.696,0.132,0.1156,positive
['1595650530336215041'],,2022-11-24T05:28:26.000Z,RT @justashwinn: Come on Daulat Tuanku! Choose DS Anwar Ibrahim as the 10th Prime Minister of Malaysia. I am positive that the Sultans haveâ€¦,0,0.855,0.145,0.5983,positive
['1595650397125107712'],,2022-11-24T05:27:55.000Z,Still talks on unity government but nothing further than that. Just talks. Patience patience! #GE15 ðŸ¤²ðŸ¤²,0,1,0,0,neutral
['1595650367957917696'],,2022-11-24T05:27:48.000Z,"RT @FANTASITI: Puji dan syukur pada Ilahi
Anugerah-Nya tiada terhingga
Kedamaian, kemakmuran
Malaysiaku bahagia ðŸ’™
#PRU15 #MalaysiaMemilih",0,0.377,0.623,0.9771,positive
['1595650233824055297'],{'place_id': '46d956e7269cfa2d'},2022-11-24T05:27:16.000Z,@DailyExpress_MY @PerikatanM Make up your mind !! #PRU15 #GE15 mcm lalang !!,0,1,0,0,neutral
['1595650201921867776'],,2022-11-24T05:27:08.000Z,"Come on Daulat Tuanku! Choose DS Anwar Ibrahim as the 10th Prime Minister of Malaysia. I am positive that the Sultans have put their best foot forward.
Itâ€™s about time we make this country great again! Lift it to new heights!
#IstanaNegara #agong #pru15 #DSAIPM10 #PakatanHarapan",0,0.771,0.229,0.9297,positive
['1595650034854375424'],,2022-11-24T05:26:28.000Z,RT @reformmy: We need politicians like this to stand up against extremism in our country. Stop trying to stir up racial tension in the counâ€¦,0.155,0.759,0.086,-0.25,negative
['1595650033080467456'],,2022-11-24T05:26:28.000Z,"Awat lama sangat istana nak export PDF ni ?

#PM10malaysia 
#PM10 
#PRU15",0,1,0,0,neutral
['1595649914117451777'],,2022-11-24T05:25:59.000Z,RT @reformmy: We donâ€™t need politicians to keep u-turning on their decision especially if they want to be in the government. You stirred upâ€¦,0,0.936,0.064,0.144,positive
['1595649897780326405'],,2022-11-24T05:25:56.000Z,"RT @bernamadotcom: DAP minta maaf kepada kerajaan dan rakyat Sarawak - Setiausaha Agung 

https://t.co/1qhkRKbtEF 

#PRU15 #PRU15BERNAMA htâ€¦",0,0.878,0.122,0.3612,positive
['1595649897507979264'],,2022-11-24T05:25:55.000Z,"Toxic entitled machas in Bangsar have settled things better than these politicans lah ðŸ¤¦ðŸ¾â€â™‚ï¸
#ge15",0,0.792,0.208,0.6124,positive
['1595649835822379008'],,2022-11-24T05:25:41.000Z,Dup dap dup dap #GE15,0,1,0,0,neutral
['1595649820659576832'],,2022-11-24T05:25:37.000Z,RT @malaymail: Malaysia is on the verge of seeing a new government after a tension-filled wait of twists and turns since last Saturdayâ€™s geâ€¦,0,1,0,0,neutral
['1595649798249803776'],,2022-11-24T05:25:32.000Z,RT @taufeqabdullah: Lantikan Senator must be from someone from technical/ experience/ knowledge pls. Not bcs they are someone in a party whâ€¦,0,0.833,0.167,0.4588,positive
['1595649762346213379'],,2022-11-24T05:25:23.000Z,"RT @buletinfm: Kenderaan yang membawa Sultan Terengganu, Sultan Mizan Zainal Abidin dilihat keluar dari Istana Negara.

#SuaraSemasaPRU15 #â€¦",0,1,0,0,neutral
['1595649754347995136'],,2022-11-24T05:25:21.000Z,"Best kan tgk keta best2 masuk Istana Negara tadi? Nak drive keta mewah2 harga rakyat marhaen? Boleh sewa dkt sini : https://t.co/tjUjV9dMOV
Daftar Trevo guna link ni dan dapat 50% diskaun dan RM50 baucar tunai.

#PM10 #PRU15 #GE15 #PH #PN #BN
@anwaribrahim 
@MuhyiddinYassin https://t.co/UNepyJiaZc",0,0.902,0.098,0.6767,positive
['1595649711868088321'],,2022-11-24T05:25:11.000Z,"From ""Malaysia Memilih"" to ""Malaysia Menunggu"". https://t.co/G079KRwxKn",0,1,0,0,neutral
['1595649638979481600'],,2022-11-24T05:24:54.000Z,RT @shenggui04: Malaysia these two days waiting news from istana negara #GE15 #DSAI https://t.co/Ej5ZQDKfpM,0,1,0,0,neutral
['1595649604959150081'],,2022-11-24T05:24:46.000Z,RT @DarthBanter: Tahniah TAN SRI MAHIADDIN YASSIN kerana Istana Negara telahpun memilih beliau selaku PERDANA MENTERI MALAYSIA KELAPAN,0,0.837,0.163,0.5994,positive
['1595649581425242113'],,2022-11-24T05:24:40.000Z,"White smoke sighted!!

Habemus primus minister!

#WhoWillBeMalaysiasPM #NewGovernment #PRU15 #GE15 https://t.co/G24aZ9fcg4",0,1,0,0,neutral
['1595649507563343872'],,2022-11-24T05:24:22.000Z,"We donâ€™t want to wait another hour or day to know who our #PM10 is

YDPA needs to be firm and reject PN #GE15",0.104,0.846,0.05,-0.34,negative
['1595809464384618497'],,2022-11-24T15:59:59.000Z,"RT @amerhadiazmi: The Dalai Lama has written to @anwaribrahim to congratulate him on becoming the Prime Minister of Malaysia.

â€œThese are vâ€¦",0,0.868,0.132,0.4939,positive
['1595809464271409152'],,2022-11-24T15:59:59.000Z,"RT @yiyieeen: Anwar Ibrahim taught me to be patient and never give up! Orang cakap apa pun, pedulikan. Whatâ€™s meant to be yours will alwaysâ€¦",0,1,0,0,neutral
['1595809461511356417'],,2022-11-24T15:59:58.000Z,RT @MydinMalaysia: Seluruh warga kerja MYDIN mengucapkan tahniah kepada YAB Dato' Seri Anwar Bin Ibrahim di atas pelantikan sebagai Perdanaâ€¦,0,0.842,0.158,0.4939,positive
['1595809459896340482'],,2022-11-24T15:59:58.000Z,"RT @AusHCMalaysia: Tahniah to Datoâ€™ Seri Anwar Ibrahim on becoming Malaysiaâ€™s 10th Prime Minister!
Australia &amp; Malaysia are the closest ofâ€¦",0,0.827,0.173,0.636,positive
